age,workclass,education,marital-status,occupation,gender,hours-per-week,salary
30,Private,HS-grad,Never-married,Machine-op-inspct,Male,40,31898
48,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,88820
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,107033
45,Private,HS-grad,Divorced,Exec-managerial,Female,30,39031
24,Private,Masters,Never-married,Prof-specialty,Female,40,31070
65,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,109279
61,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,60,34328
21,Private,Some-college,Never-married,Craft-repair,Male,40,46409
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Male,30,40651
35,Local-gov,Bachelors,Never-married,Prof-specialty,Female,45,45603
49,Private,HS-grad,Married-spouse-absent,Craft-repair,Male,40,30745
19,?,Some-college,Never-married,?,Female,15,27713
26,Private,HS-grad,Never-married,Other-service,Female,20,25110
22,Local-gov,HS-grad,Never-married,Transport-moving,Female,20,43991
49,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,48,102491
36,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,40,20977
18,Self-emp-not-inc,Some-college,Never-married,Adm-clerical,Female,40,23170
17,Private,11th,Never-married,Other-service,Male,20,35038
32,State-gov,Some-college,Never-married,Craft-repair,Male,20,40010
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,44,56837
29,Private,HS-grad,Divorced,Craft-repair,Male,40,21991
46,Private,Masters,Married-civ-spouse,Prof-specialty,Male,50,111857
65,?,12th,Married-civ-spouse,?,Male,10,36942
31,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,40,37452
24,Private,HS-grad,Never-married,Machine-op-inspct,Female,40,36127
32,Private,HS-grad,Never-married,Adm-clerical,Female,38,24178
25,Private,HS-grad,Never-married,Handlers-cleaners,Male,40,34286
28,Private,HS-grad,Never-married,Handlers-cleaners,Male,40,40142
51,Private,Masters,Divorced,Prof-specialty,Male,35,52394
28,Private,Some-college,Married-civ-spouse,Sales,Male,43,43279
33,Private,HS-grad,Never-married,Exec-managerial,Male,32,30070
46,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Male,50,60680
70,?,7th-8th,Married-civ-spouse,?,Male,8,44733
45,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,40086
28,Private,Some-college,Never-married,Adm-clerical,Male,44,39356
75,?,HS-grad,Widowed,?,Female,14,29909
41,Private,HS-grad,Married-spouse-absent,Adm-clerical,Female,40,29576
48,Private,Some-college,Married-civ-spouse,Transport-moving,Male,40,54253
31,Private,HS-grad,Married-civ-spouse,Exec-managerial,Female,35,21834
17,Private,11th,Never-married,Other-service,Male,40,27965
64,?,HS-grad,Divorced,?,Female,20,45406
37,Private,Some-college,Married-civ-spouse,Sales,Male,50,74330
51,Local-gov,Some-college,Widowed,Other-service,Female,40,40617
51,Private,Masters,Married-civ-spouse,Prof-specialty,Male,40,24959
57,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Male,40,94854
29,Private,Assoc-voc,Never-married,Adm-clerical,Female,40,27952
28,Private,HS-grad,Never-married,Handlers-cleaners,Male,20,25181
26,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Male,7,33578
33,Private,Masters,Married-civ-spouse,Prof-specialty,Male,45,29694
42,Private,Bachelors,Divorced,Exec-managerial,Female,38,48106
30,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,50,75041
45,Private,Some-college,Married-civ-spouse,Craft-repair,Male,45,36244
20,Private,HS-grad,Married-civ-spouse,Other-service,Male,28,45572
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,31115
64,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,76910
29,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,48,108195
18,Private,11th,Married-civ-spouse,Sales,Female,20,27723
45,Private,HS-grad,Never-married,Farming-fishing,Male,60,35275
31,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,30,37211
66,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Male,25,30850
49,Private,HS-grad,Divorced,Sales,Female,40,31232
45,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,40,44366
22,Private,Some-college,Never-married,Other-service,Female,20,48803
29,?,HS-grad,Never-married,?,Male,20,33224
20,?,HS-grad,Never-married,?,Male,2,24709
22,Private,HS-grad,Never-married,Transport-moving,Male,48,43394
21,?,Some-college,Never-married,?,Female,40,20197
46,Private,HS-grad,Divorced,Sales,Female,40,24853
62,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Female,40,24575
41,State-gov,Masters,Married-civ-spouse,Exec-managerial,Female,40,41601
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,40,26957
41,Private,HS-grad,Divorced,Craft-repair,Female,40,21078
61,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Male,40,25979
64,Private,Masters,Married-civ-spouse,Prof-specialty,Male,45,57893
18,Private,HS-grad,Never-married,Other-service,Female,40,43257
34,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,42481
36,Private,Some-college,Separated,Transport-moving,Male,40,45961
80,Private,HS-grad,Divorced,Adm-clerical,Female,20,40972
24,Federal-gov,9th,Never-married,Adm-clerical,Male,40,31383
20,Private,HS-grad,Never-married,Sales,Male,35,20215
64,Private,Some-college,Widowed,Sales,Male,35,38343
21,Private,HS-grad,Never-married,Other-service,Male,70,38116
52,Private,HS-grad,Married-civ-spouse,Farming-fishing,Male,60,40271
31,Private,10th,Divorced,Machine-op-inspct,Male,40,33670
66,Self-emp-inc,12th,Married-civ-spouse,Sales,Male,20,25090
50,Federal-gov,HS-grad,Separated,Sales,Female,40,34142
62,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,103408
19,?,HS-grad,Never-married,?,Male,10,28562
49,Private,7th-8th,Married-civ-spouse,Craft-repair,Male,50,22576
33,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,32557
38,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,40,90077
20,Private,Some-college,Never-married,Adm-clerical,Female,30,45571
31,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Male,55,114881
41,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Male,45,59954
22,Self-emp-not-inc,HS-grad,Never-married,Other-service,Female,50,37115
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,42,110377
39,Private,Bachelors,Married-civ-spouse,Sales,Male,40,97248
63,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,39468
25,Private,HS-grad,Never-married,Handlers-cleaners,Male,47,21278
58,Private,HS-grad,Married-civ-spouse,Prof-specialty,Male,40,31073
26,Private,Bachelors,Married-civ-spouse,Sales,Female,20,23828
38,Private,Some-college,Divorced,Adm-clerical,Male,52,25460
35,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,55662
43,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,59877
47,State-gov,Doctorate,Separated,Exec-managerial,Male,45,32646
33,Private,7th-8th,Married-civ-spouse,Craft-repair,Male,40,26794
21,Private,5th-6th,Never-married,Craft-repair,Male,32,22268
22,Private,HS-grad,Married-civ-spouse,Protective-serv,Male,40,23623
25,Private,Bachelors,Never-married,Adm-clerical,Female,45,22679
59,Private,Bachelors,Married-spouse-absent,Prof-specialty,Female,37,27657
24,?,Some-college,Never-married,?,Female,15,36240
42,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,66461
33,Private,Some-college,Married-civ-spouse,Prof-specialty,Female,40,46030
25,Private,Bachelors,Never-married,Prof-specialty,Male,35,46149
27,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,40,34079
36,Self-emp-not-inc,Masters,Never-married,Prof-specialty,Female,60,60409
40,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,40,66101
27,Private,Bachelors,Never-married,Exec-managerial,Male,40,39095
36,Private,HS-grad,Divorced,Sales,Male,50,40401
36,Private,11th,Married-civ-spouse,Craft-repair,Male,40,21089
44,Private,Bachelors,Never-married,Prof-specialty,Male,40,21865
48,Local-gov,HS-grad,Separated,Transport-moving,Female,25,44386
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,80405
43,Private,5th-6th,Separated,Craft-repair,Male,40,22132
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,67433
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Female,30,45395
31,Private,HS-grad,Never-married,Machine-op-inspct,Male,30,48057
54,Private,9th,Married-civ-spouse,Craft-repair,Male,40,23648
36,Private,Assoc-acdm,Divorced,Prof-specialty,Female,36,24638
37,Private,HS-grad,Divorced,Machine-op-inspct,Female,40,22632
27,Private,HS-grad,Never-married,Craft-repair,Male,40,45839
52,Federal-gov,Prof-school,Married-civ-spouse,Armed-Forces,Male,50,59449
40,Private,Some-college,Married-civ-spouse,Transport-moving,Male,70,71462
24,Private,HS-grad,Never-married,Other-service,Male,40,37361
49,Private,9th,Divorced,Craft-repair,Female,45,26725
22,Private,Some-college,Never-married,Prof-specialty,Female,30,46887
28,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,45,45879
61,Private,HS-grad,Never-married,Adm-clerical,Female,34,34024
59,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,96334
31,Private,Some-college,Never-married,Craft-repair,Male,40,40631
35,Private,HS-grad,Married-spouse-absent,Other-service,Female,52,32192
37,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,34191
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,45,117381
21,Private,Some-college,Never-married,Handlers-cleaners,Male,40,40878
40,Private,HS-grad,Divorced,Adm-clerical,Female,40,25942
23,Private,Some-college,Never-married,Adm-clerical,Female,10,36726
37,Federal-gov,Masters,Married-civ-spouse,Tech-support,Male,50,98400
38,Private,HS-grad,Never-married,Exec-managerial,Female,40,37650
36,Private,HS-grad,Married-spouse-absent,Prof-specialty,Female,40,99139
48,Private,HS-grad,Divorced,Other-service,Female,40,21539
42,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Male,40,105663
30,Private,HS-grad,Never-married,Other-service,Female,35,30126
37,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,39,33596
29,Private,Masters,Never-married,Prof-specialty,Male,55,67779
47,Self-emp-inc,Bachelors,Divorced,Sales,Female,45,37203
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Male,42,30724
33,Local-gov,HS-grad,Never-married,Protective-serv,Male,48,43969
24,Private,Assoc-acdm,Never-married,Prof-specialty,Male,50,20398
68,?,HS-grad,Widowed,?,Female,12,36492
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,66421
25,Private,Assoc-acdm,Never-married,Exec-managerial,Male,40,42793
27,Private,HS-grad,Married-civ-spouse,Exec-managerial,Female,40,37398
50,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,60,97264
19,?,Some-college,Never-married,?,Male,60,43575
32,Private,11th,Never-married,Handlers-cleaners,Female,40,28796
30,Private,HS-grad,Never-married,Adm-clerical,Female,40,26764
41,Private,Some-college,Never-married,Exec-managerial,Female,99,48153
21,?,Some-college,Never-married,?,Male,40,22878
32,Private,12th,Divorced,Other-service,Male,30,23238
47,Private,Bachelors,Married-civ-spouse,Prof-specialty,Female,45,20772
34,State-gov,Prof-school,Never-married,Prof-specialty,Female,47,83287
47,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,60,76966
31,Private,10th,Never-married,Transport-moving,Male,99,27782
45,Local-gov,Some-college,Married-civ-spouse,Other-service,Female,25,41289
40,Private,Some-college,Never-married,Craft-repair,Male,38,45828
31,Private,Masters,Never-married,Adm-clerical,Male,60,93950
32,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,50,84753
40,Private,Some-college,Divorced,Exec-managerial,Male,40,35220
37,Private,5th-6th,Married-civ-spouse,Craft-repair,Male,60,44567
31,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,50,25688
31,Private,12th,Separated,Adm-clerical,Male,40,28277
18,?,11th,Never-married,?,Male,30,32699
61,Private,HS-grad,Divorced,Sales,Female,40,44758
28,Private,Assoc-acdm,Never-married,Sales,Female,40,30107
47,Private,HS-grad,Married-civ-spouse,Sales,Male,50,56191
55,Self-emp-inc,HS-grad,Married-civ-spouse,Transport-moving,Male,60,47123
35,Private,11th,Never-married,Machine-op-inspct,Male,40,38225
31,Private,HS-grad,Never-married,Craft-repair,Male,40,31338
36,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Female,50,111781
58,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,32,91947
33,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Male,50,22578
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,45,26779
30,Private,12th,Married-civ-spouse,Farming-fishing,Male,44,29014
45,State-gov,Some-college,Never-married,Tech-support,Female,60,21456
51,Private,Bachelors,Never-married,Prof-specialty,Female,35,45977
44,Private,5th-6th,Married-civ-spouse,Other-service,Male,40,40454
54,Local-gov,Masters,Married-civ-spouse,Adm-clerical,Male,40,32407
42,Private,Bachelors,Never-married,Exec-managerial,Female,50,34227
19,Private,HS-grad,Never-married,Other-service,Female,35,28740
31,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Male,40,34918
34,Private,Bachelors,Never-married,Adm-clerical,Female,20,33535
27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Male,50,27364
44,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,40,62797
35,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,42,112204
46,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Male,40,96773
30,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Male,40,63317
63,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,40,82013
37,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,67840
58,Private,5th-6th,Widowed,Other-service,Female,70,21141
48,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,70,51366
30,Private,10th,Never-married,Machine-op-inspct,Male,50,40764
45,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,63858
63,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Male,50,42770
53,Private,Prof-school,Never-married,Adm-clerical,Male,40,96191
42,Private,HS-grad,Separated,Machine-op-inspct,Female,40,32809
31,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Female,40,94667
32,Local-gov,Masters,Never-married,Prof-specialty,Male,40,45400
27,Private,Some-college,Never-married,Adm-clerical,Female,40,46630
60,Private,HS-grad,Married-spouse-absent,Craft-repair,Male,40,35221
24,?,HS-grad,Married-civ-spouse,?,Male,40,31569
37,State-gov,Bachelors,Never-married,Prof-specialty,Female,20,25951
34,Private,HS-grad,Separated,Adm-clerical,Female,32,39412
40,Local-gov,Bachelors,Divorced,Prof-specialty,Female,35,32220
19,Private,Some-college,Never-married,Adm-clerical,Female,40,25135
21,Private,Some-college,Never-married,Adm-clerical,Female,40,45611
36,Private,HS-grad,Never-married,Adm-clerical,Female,40,43977
46,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Male,40,23518
51,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,55,107395
27,Private,HS-grad,Separated,Craft-repair,Male,40,20916
50,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Male,56,104668
31,Private,Some-college,Never-married,Adm-clerical,Female,40,33234
34,Private,HS-grad,Divorced,Craft-repair,Male,40,22152
32,Private,12th,Married-civ-spouse,Other-service,Female,40,31063
41,State-gov,Some-college,Divorced,Other-service,Male,12,37256
54,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,69813
34,Private,Bachelors,Never-married,Sales,Female,41,39863
28,Private,Bachelors,Married-civ-spouse,Craft-repair,Male,50,38466
17,Private,11th,Never-married,Other-service,Female,13,46660
22,Private,11th,Never-married,Farming-fishing,Male,40,29890
47,Private,5th-6th,Married-civ-spouse,Transport-moving,Female,40,100869
34,Private,HS-grad,Married-spouse-absent,Other-service,Female,35,45635
45,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Male,60,35251
58,Federal-gov,HS-grad,Never-married,Adm-clerical,Male,40,32018
75,?,HS-grad,Widowed,?,Female,16,27168
18,?,11th,Never-married,?,Female,15,39497
45,Private,Some-college,Divorced,Adm-clerical,Male,40,38237
32,Private,HS-grad,Married-civ-spouse,Other-service,Female,40,43216
34,Private,Some-college,Married-civ-spouse,Other-service,Male,63,34239
34,Private,Some-college,Divorced,Transport-moving,Male,66,45660
49,Private,HS-grad,Divorced,Exec-managerial,Female,40,34309
18,Local-gov,10th,Never-married,Craft-repair,Male,40,22310
41,?,Some-college,Married-civ-spouse,?,Male,40,36054
41,Private,HS-grad,Divorced,Machine-op-inspct,Female,45,26123
30,Private,HS-grad,Never-married,Other-service,Female,40,31219
17,Private,11th,Never-married,Other-service,Female,20,21829
58,?,HS-grad,Married-civ-spouse,?,Male,80,41855
19,?,Some-college,Never-married,?,Male,40,40475
35,Private,HS-grad,Never-married,Craft-repair,Male,50,43377
44,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Female,36,115850
28,Local-gov,Bachelors,Never-married,Tech-support,Male,40,21342
42,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Male,40,41549
45,Private,Some-college,Never-married,Exec-managerial,Male,45,28499
25,?,HS-grad,Never-married,?,Male,40,20582
40,Private,HS-grad,Divorced,Machine-op-inspct,Male,40,33499
20,Private,Some-college,Never-married,Handlers-cleaners,Male,20,33936
27,Private,Some-college,Never-married,Exec-managerial,Female,40,24702
59,Private,12th,Widowed,Machine-op-inspct,Female,48,32283
18,Private,Some-college,Never-married,Other-service,Female,20,36954
27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,Female,35,21190
47,Private,HS-grad,Divorced,Transport-moving,Male,70,37026
67,Private,Bachelors,Married-civ-spouse,Transport-moving,Male,24,87794
33,State-gov,9th,Never-married,Other-service,Female,44,39285
63,Private,Some-college,Divorced,Other-service,Female,30,32626
40,Private,Masters,Married-civ-spouse,Sales,Male,40,40591
30,Private,Prof-school,Never-married,Prof-specialty,Male,40,35628
28,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,40,44815
28,Private,7th-8th,Never-married,Craft-repair,Male,40,41934
49,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,35,36347
